"ano,""regiao"",""UF"",""etnia"",""%_etnia"",""%_desocupacao"",""%_subutilizacao"",""$_renda_med_formal"",""$_renda_med_informal"",""%_menor_renda_familiar"",""%_maior_renda_familiar"",""%_taxa_homicidio"""
"2014,""Sul"",""Santa Catarina"",""Branca"",""87.650201623976"",""2.6112877825482"",""5.2644013132349"",""2581.700747056"",""1907.350224"",""74.697842689821"",""94.908947747438"",""12.35"""
"2014,""Sul"",""Santa Catarina"",""Preta"",""12.182466146592"",""5.3049391925267"",""9.4122222165107"",""1964.4195379106"",""1558.0212392423"",""24.992395396025"",""4.8327525834032"",""19.44"""
"2014,""Sudeste"",""Espírito Santo"",""Branca"",""40.233362189333"",""5.0477118185315"",""8.3828185946095"",""3004.4820873745"",""1808.0005422517"",""27.715372896816"",""65.440956092705"",""15.5"""
"2014,""Sudeste"",""Espírito Santo"",""Preta"",""59.619632602992"",""8.2261742960326"",""13.18222670157"",""2031.7895503243"",""1293.1301338654"",""72.158019370659"",""34.52012844422"",""56.9"""
"2014,""Sudeste"",""Minas Gerais"",""Branca"",""43.152371645808"",""5.37285748362"",""11.945411372736"",""2829.6471442993"",""1604.4994198573"",""26.510676777205"",""69.275169413477"",""13.5"""
"2014,""Sudeste"",""Minas Gerais"",""Preta"",""56.527408851317"",""7.6008958306704"",""17.942368511579"",""1825.8510754082"",""1124.7649381559"",""73.331931908198"",""29.475340030782"",""29.13"""
"2014,""Sudeste"",""Rio de Janeiro"",""Branca"",""46.56297645363"",""5.6303524059503"",""8.2523408922038"",""3558.8903922964"",""1945.831127006"",""30.826516564695"",""77.114391246579"",""19.84"""
"2014,""Sudeste"",""Rio de Janeiro"",""Preta"",""53.212289901557"",""7.7739832743644"",""10.436788461627"",""2081.2147768161"",""1370.0829840303"",""68.871068652796"",""22.623271654697"",""45.12"""
"2014,""Sudeste"",""São Paulo"",""Branca"",""64.303011320977"",""6.4957542864066"",""11.726271478402"",""3725.762681054"",""2356.8595451718"",""51.582028740186"",""85.568389873974"",""11"""
"2014,""Sudeste"",""São Paulo"",""Preta"",""33.830508239692"",""8.9578594866322"",""14.557118074487"",""2106.4428034245"",""1495.4840784432"",""47.566145253432"",""9.224068405709"",""19.06"""
"2014,""Norte"",""Acre"",""Branca"",""18.240435573236"",""9.2965390324595"",""17.845120758997"",""3105.4780527133"",""1580.1569128584"",""11.03966332293"",""31.836673407269"",""26.84"""
"2014,""Norte"",""Acre"",""Preta"",""81.292477480456"",""7.622461414599"",""19.467075593275"",""2125.9278204654"",""1119.8120002863"",""88.456731854542"",""67.782235502225"",""29.62"""
"2014,""Norte"",""Amapá"",""Branca"",""22.76377924718"",""12.462696042032"",""19.554455739628"",""3220.8339918944"",""1457.9735535424"",""19.208200355303"",""34.055097357523"",""8.72"""
"2014,""Norte"",""Amapá"",""Preta"",""76.901160497954"",""12.608820755515"",""20.000024845919"",""2609.8792450247"",""1286.9026003298"",""80.121187764684"",""64.604086932893"",""40.49"""
"2014,""Norte"",""Amazonas"",""Branca"",""18.28284151206"",""8.0668870581824"",""14.087875655275"",""4134.5520364616"",""2139.1576898163"",""8.4926166339157"",""41.704868108361"",""14.07"""
"2014,""Norte"",""Amazonas"",""Preta"",""79.983396307544"",""8.6442472651633"",""16.640709412331"",""2070.2924751863"",""1177.5576457846"",""87.670200273246"",""57.516998484071"",""36.93"""
"2014,""Norte"",""Pará"",""Branca"",""17.700716157324"",""8.2362702395987"",""21.884774486752"",""2741.5830732734"",""1428.3086124407"",""10.666971889713"",""30.006757226993"",""14.88"""
"2014,""Norte"",""Pará"",""Preta"",""81.920307493014"",""7.5385657834109"",""21.703410390781"",""2057.7818452231"",""999.03093686866"",""89.041377317706"",""68.885149081414"",""47.64"""
"2014,""Norte"",""Rondônia"",""Branca"",""29.366666506668"",""3.2168296971081"",""8.1542993144449"",""2341.7422863074"",""1550.1725027448"",""23.49917645046"",""41.141549502837"",""27.5"""
"2014,""Norte"",""Rondônia"",""Preta"",""70.345660002179"",""4.1186446168821"",""10.273117116016"",""1939.767376311"",""1225.3221882749"",""76.237348815354"",""58.0783631194"",""34.68"""
"2014,""Norte"",""Roraima"",""Branca"",""20.301122716475"",""6.1722592270542"",""17.419290869257"",""3862.43508135"",""1620.0235123193"",""8.2443461965712"",""37.235122811488"",""56.54"""
"2014,""Norte"",""Roraima"",""Preta"",""75.643764743394"",""7.647764382951"",""20.094890146119"",""2434.9676922517"",""1168.0777715148"",""78.271415048308"",""61.528831808911"",""27.75"""
